business_id,name,city,stars,review_count,categories,latitude,longitude,halal,price
Ucl9Vo5lwrUmYbV8Dv8X5g,O'Briens Irish Pub,Tampa,4.0,108,"Bars, Pubs, Nightlife, Arts & Entertainment, Irish, Restaurants, Music Venues",28.09236,-82.500588,False,2
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,Philadelphia,4.5,183,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea",39.9385518,-75.1496356,False,1
VVvUBlc_WIEb8obKGq39dA,Four Green Fields,Tampa,4.5,39,"Irish Pub, Bars, Restaurants, Irish, Nightlife",27.9803985924,-82.5377866183,False,2
py5aKmlTB2NarfsfcOpHOQ,Cafe Con Leche,Tampa,2.5,55,"Restaurants, Breakfast & Brunch, Coffee Roasteries, Coffee & Tea, Food",27.9767745,-82.5374233,False,1
jL_NufxqXi-BpW5uXKsPwQ,CVS Pharmacy,Philadelphia,3.0,11,"Drugstores, Pharmacy, Health & Medical, Convenience Stores, Food, Shopping",40.0612774187,-75.2372046062,False,1
n8ecak12IF_jhnPNs37AZA,Baltic Bakery,Philadelphia,4.5,12,"Food, Bakeries, Restaurants",39.9768798,-75.1161695,False,1
_T0cPZE2ZJOTTlYYKMP64Q,Brown Sugar Bakery & Cafe,Philadelphia,4.5,66,"Cupcakes, Caribbean, Restaurants, Trinidadian, Food, Bakeries, Cafes",39.9563959,-75.2253784,False,1
usv5G5cO314pPHRTGq2Eyw,Best Tours,Philadelphia,1.0,38,"Tours, Walking Tours, Hotels & Travel, Food Tours",40.1197128,-75.0097103,False,?
1dSKEitDDgIkaApe6UNMSA,The Pepper Pott,Nashville,5.0,18,"Caribbean, Food, Restaurants, Food Trucks",36.1530043,-86.8433279,False,?
e8pMCk4bE0U4qk7z59Lxkg,Federal Donuts,Philadelphia,4.5,11,"Sandwiches, Chicken Wings, Restaurants, Donuts, Food",39.963042,-75.1741858944,False,?
GVqXNt0HKJLpciN9ePxnWw,Crown Fried Chicken,Philadelphia,2.5,16,"Restaurants, Fast Food",39.9368911,-75.1672837,False,1
dChRGpit9fM_kZK5pafNyA,The Love,Philadelphia,4.0,618,"Restaurants, American (New), Breakfast & Brunch, Burgers",39.9506555,-75.1708991,False,2
QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,Philadelphia,4.5,351,"Korean, Restaurants",40.0520643,-75.1273939,False,2
i_cFU5_dQexbjJA9rmf_WA,Marcie Blaine,Philadelphia,3.5,8,"Desserts, Specialty Food, Food, Chocolatiers & Shops",39.950036,-75.162158,False,3
516L9-ZWyqVgzqjP5uW7Jg,The Corner Cafe and Deli,Tampa,4.0,6,"Sandwiches, Cafes, Burgers, Food, Restaurants",27.9444574,-82.4578244,False,1
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,Philadelphia,4.0,604,"Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants",39.9418766,-75.1451988,False,2
TGfPJHImEq6AQL9a1laxlg,Chick-fil-A,Philadelphia,4.0,80,"Event Planning & Services, American (Traditional), Restaurants, Food, Caterers, Fast Food, Chicken Shop, Breakfast & Brunch",40.08178,-75.0267907,False,1
CPgWuWGZ4v2sZr5_-1kluw,Checkers,Philadelphia,2.0,21,"Restaurants, Fast Food, Burgers",39.9719414,-75.159771,False,1
VCkSUsdL5P0p16DAPxVROA,NY Bagel & Deli Shop,Philadelphia,4.0,31,"Bagels, Food, Breakfast & Brunch, Coffee & Tea, Restaurants, Burgers, Delis",39.960811,-75.1573883,False,?
dIpTuL2T1L98GQGU17IeSw,The Bricks,Tampa,4.0,548,"Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian",27.9600238,-82.4444005,False,2
6_Zf2QsRHCH1RhbzA9inyw,Starbucks,Tampa,3.0,56,"Coffee & Tea, Food",27.9963703,-82.580954,False,2
GJpAeUSsPIsVK6_0Lfuekg,Auntie Anne's,Tampa,2.0,7,"Pretzels, Shopping Centers, Food, Shopping, Bakeries",28.0686496,-82.5751466,False,1
yFqq66GxRjnhZXPgjA6hnw,KFC,Philadelphia,2.0,7,"Restaurants, Chicken Shop, Fast Food, Chicken Wings",40.031578,-75.104787,False,1
kGjpBqAqG4mIuFSgU2KKEA,The Royal Indian Cuisine,Philadelphia,4.0,28,"Restaurants, Indian",39.948365,-75.1744997,False,?
kLSEk3qXY1KdtFjxHJ9pww,McDonald's,Philadelphia,1.5,20,"Restaurants, Fast Food, Food, Coffee & Tea, Burgers",40.0884161,-74.9650112,False,1
71U7MxQEhwitJOm4CQpRwQ,KELP Sushi Joint,Tampa,4.0,325,"Japanese, Sushi Bars, Food, Restaurants, Asian Fusion, Poke, Acai Bowls",27.920067,-82.4989209,False,2
Gki1ureeRKqlIkQ-AELDVg,Brugada,Nashville,3.5,49,"Restaurants, Nightlife, Dance Clubs, Falafel, Lounges, Hookah Bars, Bars, Mediterranean",36.163323,-86.7765917,False,2
z7sp6u5JnNlq2ziu31EFvw,CVS Optical,Philadelphia,2.5,35,"Shopping, Food, Health & Medical, Pharmacy, Convenience Stores, Drugstores",39.9315261618,-75.1607671842,False,2
JomDoQafikclSVVCPkWjnA,Cedar Park Cafe,Philadelphia,4.0,301,"Diners, Restaurants, Sandwiches, Breakfast & Brunch, Vegetarian",39.94796,-75.22198,False,1
fI8kWao4ejLDDGgWNxKiHw,Edible Arrangements,Nashville,2.5,12,"Flowers & Gifts, Chocolatiers & Shops, Florists, Gift Shops, Specialty Food, Shopping, Food, Desserts",36.1482816,-86.8081665,False,2
F6hASqb_Z5ASXz0-pZFlfA,Edible Arrangements,Philadelphia,3.5,10,"Flowers & Gifts, Specialty Food, Shopping, Food, Florists, Gift Shops, Chocolatiers & Shops",40.035169,-75.216409,False,2
kq5Ghhh14r-eCxlVmlyd8w,The Coventry Deli,Philadelphia,4.0,65,"Restaurants, Delis, Salad, Sandwiches",39.953291,-75.173645,False,1
MYoRNLb5chwjQe3c_k37Gg,Sean Thorntons Public House,Philadelphia,3.5,6,"Food, Nightlife, Restaurants, Irish Pub, Bars, Irish, Pubs, Beer, Wine & Spirits, Event Planning & Services, Gastropubs, Caterers",39.988107,-75.105553,False,1
vVm2qH6n4tWzN_qv6PBIVw,The Humming Bird Jerk house,Tampa,3.5,32,"Restaurants, Caribbean",28.130283,-82.364992,False,?
y1HgVnt4K5owmYXC5yXLGg,Flambo Caribbean Restaurant,Philadelphia,4.5,138,"Trinidadian, Caribbean, Restaurants, Seafood",39.9686973,-75.1606146,False,2
I2CxrvM0BGH1svfxqGGD2g,M.L.Rose Craft Beer & Burgers - Melrose,Nashville,3.5,472,"Automotive, Restaurants, Sandwiches, Bars, Nightlife, Pubs, American (Traditional), Burgers, Beer Bar, Sports Bars, Breakfast & Brunch",36.1226231735,-86.7761365195,False,2
RrqRin8BYGrTlJbCDwtLzA,Wawa,Philadelphia,3.5,50,"Delis, Gas Stations, Food, Convenience Stores, Restaurants, Automotive, Coffee & Tea, Sandwiches",39.9510885597,-75.1989988336,False,1
g7GCbnZC_HKO0ybNt7NXBw,Popeyes Louisiana Kitchen,Nashville,1.0,6,"Chicken Wings, Fast Food, Restaurants",36.202427,-86.692898,False,?
rBE5TT_ndOOczNBrbRnJwA,Dio Modern Mediteranean,Tampa,4.0,325,"Greek, Restaurants, Mediterranean",27.9491200666,-82.458398826,False,2
oRZzKWdyMQld6N_y4UWkAg,Terra Sur Cafe,Tampa,4.0,316,"Latin American, Restaurants, Peruvian, Seafood",28.0819277157,-82.5391477434,False,2
KXVn1sHOBrLvARWYUhI-lg,Stardust Tea Spices and Beads,Nashville,4.5,6,"Specialty Food, Food, Coffee & Tea, Arts & Crafts, Shopping, Art Supplies, Herbs & Spices",36.1384241,-86.8791496,False,2
KwCZuRlaeciJsOXkCOtjDA,Meat Depot,Tampa,3.5,10,"Butcher, Food, Specialty Food, Meat Shops, Grocery",28.0533777,-82.4442952,False,2
HuDNHqKv9n1mWpe4BqCnwA,Minas Pizza,Philadelphia,3.0,54,"Restaurants, Pizza",40.0352350987,-75.2167929785,False,1
H2nFgEFitRk7ltE8IRH0xA,Taco Bell,Tampa,2.5,42,"Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food, Tacos",27.944918,-82.523213,False,1
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,Philadelphia,4.5,29,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife",39.9822933,-75.1031599,False,2
NQSnr4RPUScss607oxOaqw,Chase's Hop Shop,Philadelphia,4.5,116,"Chicken Wings, Nightlife, Bars, Delis, Food, Beer Gardens, Sandwiches, Beer Bar, Restaurants, Beer, Wine & Spirits, Gastropubs",40.0603863,-75.0845897,False,1
_HcAoG6Jj_XTj4-XNEbo6Q,Fuzzy's Taco Shop,Tampa,3.0,172,"Sports Bars, Breakfast & Brunch, Mexican, Nightlife, Tex-Mex, Restaurants, Sandwiches, Bars",28.0533288743,-82.3928146398,False,1
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,Philadelphia,4.0,485,"Restaurants, Cajun/Creole",39.9533224742,-75.1590000821,False,1
DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,Philadelphia,4.5,159,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai",39.9415201345,-75.1509702725,False,2
QNxXsVPYcecUuhGRG-88OQ,Harvest Bowl Eatery & Market,Tampa,4.0,101,"Wraps, American (New), Vegan, Breakfast & Brunch, Restaurants",28.002703,-82.4590917,False,2
RzGr37s8p2ujVuN9of7ksQ,Panaderia La Conchita,Nashville,4.5,44,"Bakeries, Food, Latin American, Desserts, Restaurants",36.0744978515,-86.7254739712,False,1
hTyJhpH7Bl5moMWQb4Sosg,Island Fin Poké,Tampa,5.0,88,"Gluten-Free, Poke, Food, Restaurants, Hawaiian",28.169016,-82.356628,False,2
PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,Philadelphia,3.0,151,"Breakfast & Brunch, Restaurants",40.0771492176,-75.2087070076,False,2
tjEKEDmyR_VmeBkJGwreLA,Dunkin',Tampa,2.0,21,"Food, Donuts, Coffee & Tea",28.0127575,-82.5055465,False,1
9sdu-m075T6qdB46wXP46w,Krispy Kreme,Nashville,3.0,65,"Food, Donuts, Coffee & Tea",36.1521600733,-86.8027144035,False,1
8SqvtaRu9likNDAfAU-HBQ,Panda Express,Nashville,3.0,15,"Fast Food, Restaurants, Chinese",36.2027284902,-86.6944885254,False,2
qRC7CkXf2jzEE-hyyEIElg,La Casa de Pan de Yuca,Tampa,4.5,7,"Bakeries, Food",28.0404766,-82.5107742,False,1
p9tB3Fiszn1HMLUE-97K4g,Froyo Fresh,Tampa,4.0,76,"Desserts, Event Planning & Services, Food, Caterers, Ice Cream & Frozen Yogurt",28.0568259768,-82.6259098537,False,1
Egb5gh3QnLx70PCFmcaMPQ,Sayroo's Bakery and Grocery,Tampa,4.5,18,"Food, Bakeries, Grocery, Specialty Food",27.929337,-82.401051,False,1
7CBsFEzEny_Ro833RS6Acg,Farmer's Market Deli & Grill,Nashville,3.5,9,"Delis, Farmers Market, Restaurants, Food, American (Traditional)",36.169445,-86.78794,False,1
nBr6NgqcZz1GhtAngU0RSQ,Forin Cafe,Philadelphia,4.5,10,"Shopping, Restaurants, Cafes, Fashion",39.9813471541,-75.1322471288,False,?
jcmqREAt1nOg3ABv4ZeD3w,Julian Restaurant,Tampa,4.5,27,"Cocktail Bars, Seafood, Bars, Nightlife, Restaurants, Tapas/Small Plates",27.96264,-82.5694048,False,?
y44MbCvvtmg1FpkNGSWisw,Tony's Luke,Philadelphia,2.5,172,"Cheesesteaks, Restaurants",39.8773236045,-75.2436721818,False,2
diqXZ9CBFlIHW7i9UHefhw,Burger King,Nashville,1.5,9,"Restaurants, Burgers, Fast Food",36.0842766668,-86.7042401,False,1
sway6xsRT_CUC6peK_Pyww,Bobby Hotel,Nashville,3.5,178,"Hotels, Restaurants, Cocktail Bars, Event Planning & Services, Lounges, Hotels & Travel, Bars, Nightlife",36.1647114553,-86.7793040316,False,3
LSdg7x7HhUdvYUevvYVHjQ,Sunoco,Philadelphia,2.5,8,"Restaurants, Delis, Sandwiches",39.983319,-75.101136,False,1
_49FsmTfruZSTjxU4OwOsg,Taziki's Mediterranean Cafe - West End,Nashville,3.5,120,"Greek, Restaurants, Mediterranean",36.1436547,-86.8135218,False,2
U30ggGzFpXvc2NZYwOW3qg,Mood Cafe,Philadelphia,4.5,458,"Cafes, Pakistani, Juice Bars & Smoothies, Restaurants, Ice Cream & Frozen Yogurt, Halal, Indian, Coffee & Tea, Food",39.9486639126,-75.2158315415,False,1
Pl0Ei394GwSpHDU2oTU5hQ,The Fishin Chicken Food Truck,Tampa,3.5,11,"Street Vendors, Food Trucks, Food",27.9783358359,-82.5495612994,False,2
5fvs7pOE6amG17SiPovxjw,Paradise Pizza Cafe,Tampa,2.5,7,"Restaurants, Mediterranean, Pizza, Burgers, Breakfast & Brunch, Turkish, Kebab",28.0330086,-82.4077832,False,?
dE_MaaYrXBAEebtH2u_B-w,Wilson's Market,Philadelphia,3.5,13,"Specialty Food, Meat Shops, Sandwiches, Food, Restaurants, Delis, Grocery",40.0390528,-75.1438169,False,1
68ThEdiK0eWCEgGEmV9Tng,Southgate,Philadelphia,4.0,323,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",39.9455687,-75.1717901,False,2
J7Oo9rhwX7O3ak54pu_Mhg,Captain D's,Nashville,3.5,14,"Fish & Chips, Restaurants, Fast Food, Seafood, American (Traditional)",36.16937,-86.67255,False,1
cEG1r9aRMJwmRQVkh7eiJg,Falls Deli,Philadelphia,4.5,31,"Bagels, Food, Sandwiches, Delis, Breakfast & Brunch, Restaurants, Event Planning & Services, Caterers",40.0128847,-75.1901845,False,?
TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,Philadelphia,4.5,49,"Restaurants, Italian",39.940221217,-75.1557966694,False,3
aurl4I40YVQfQ8loOdgKCg,Crown Fried Chicken,Philadelphia,3.5,11,"Chicken Wings, Restaurants, Fast Food",39.971145,-75.15902,False,1
_cndcbuaqSRW5f-MeZasNw,Toyama Japanese Steak House,Nashville,3.0,142,"Steakhouses, Chinese, Japanese, Restaurants, Korean, Sushi Bars",36.040788,-86.7402801,False,2
WQ832PDnsDshhbQFm83ISg,Villagio Cinemas,Tampa,3.0,285,"Cinema, Nightlife, Pizza, Italian, Arts & Entertainment, Burgers, Restaurants, Lounges, Bars",28.055282,-82.506247,False,2
di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,Philadelphia,4.0,81,"Restaurants, Food, Caribbean, Food Trucks",39.9512903,-75.1992768,False,2
TTsBa6e2qgIEkiFQfYLmYA,Twistee Treat - New Tampa,Tampa,3.5,70,"Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, American (Traditional), Food, Desserts, Hot Dogs, Restaurants",28.1440679511,-82.3539949058,False,1
zxpJ4Frr8Zoru-YaNzOxzw,China Spring,Nashville,3.5,33,"Chinese, Restaurants",36.0441354,-86.9579331,False,1
j5U5O3scMvPe67jzJcWFug,Zaxby's Chicken Fingers & Buffalo Wings,Tampa,3.0,37,"Restaurants, Chicken Shop, Chicken Wings, Salad, Fast Food",28.0146920537,-82.6140054742,False,1
Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,Philadelphia,4.5,85,"Food, Seafood, Sardinian, Gelato, Restaurants, Pizza, Italian",39.9378287,-75.1482632,False,?
_uQEKHH0R5fxrYkLrUI9pQ,Gu Wei Noodles & Grill,Tampa,4.5,40,"Szechuan, Noodles, Restaurants, Chinese",28.1316091,-82.3691327,False,?
gi90NMmRhzl8vzM83UNOVA,Subway,Tampa,3.0,14,"Food, Sandwiches, Restaurants, Fast Food",28.15011,-82.3539970377,False,1
I1h0GRYp86eX-XqwVXsSGA,Zeko's Mediterranean Grill,Tampa,4.5,345,"Restaurants, Falafel, Fast Food, Mediterranean, Middle Eastern, Halal, Greek",28.0322261,-82.4189253,False,2
BezmFrbIu1g2GpjngB2geA,CVS Pharmacy,Tampa,2.0,18,"Photography Stores & Services, Drugstores, Shopping, Health & Medical, Food, Pharmacy, Convenience Stores",28.0604,-82.541,False,2
J8j18KB--ZH4MjTQryPEpA,Burger King,Tampa,2.0,11,"Burgers, Fast Food, Restaurants",27.8937618,-82.5193236,False,1
KPmFv_Ou6ddauV_gYauWzg,Taquería La Juquilita,Nashville,4.5,74,"Mexican, Restaurants",36.1621286521,-86.8611215519,False,1
usFEKg4-2C48qPIh32HbHA,Fine Wine & Good Spirits - Premium Collection,Philadelphia,2.0,7,"Food, Beer, Wine & Spirits",39.9500812,-75.1593054,False,?
_IYHl6J9iB3lbeJq27pbsg,Taqueria La Hacienda,Philadelphia,3.5,10,"Latin American, Restaurants",40.02202,-75.1240606,False,1
ZJC0ONdxmIlwidXd8E0fXg,BoomBozz Craft Pizza & Taphouse,Nashville,3.5,57,"Sports Bars, Nightlife, Sandwiches, Breakfast & Brunch, Pizza, Restaurants, Bars",36.047064,-86.951448,False,?
B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,Philadelphia,3.0,77,"Food, Caterers, Event Planning & Services, Restaurants, Soul Food",39.9741307,-75.1815903,False,2
Bb3F76xkJrA-IwXLNK52RQ,Alchemy Coffee,Philadelphia,5.0,19,"Food, Coffee & Tea",39.9511237,-75.1755163,False,2
3Lf3nWp9TcIj7hvw9YZeMA,Cannuli's Quality Meats & Poultry,Philadelphia,4.5,38,"Specialty Food, Caterers, Meat Shops, Food, Event Planning & Services",39.9378963,-75.1579013,False,2
KAZ2Z3831eb5lHtUDKa8kA,Saladworks,Philadelphia,3.5,8,"Salad, Restaurants, American (Traditional), Food, Sandwiches, Do-It-Yourself Food, Soup, Vegetarian, American (New)",39.9557501,-75.1819889,False,1
cLlBDZxYJ1dt1JgMuZnXew,Olly,Philadelphia,4.0,51,"Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars, Restaurants",39.9408776,-75.1511064,False,?
k7oZJB7BSx37e-masOmiLQ,Hattie Jane's Creamery,Nashville,4.5,7,"Food, Ice Cream & Frozen Yogurt, Restaurants, Desserts",36.1601939,-86.779742,False,?
V5KiEoH4E86GA2S3RQkf1g,Spice Grill,Philadelphia,3.5,12,"Restaurants, Chinese, Asian Fusion",39.9862724,-75.094699,False,1
MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,Philadelphia,4.0,783,"Restaurants, Chinese, Szechuan",39.9567105161,-75.1971027811,False,2
p21PCK17H3WL56KSr4Ykig,ABC Pizza House,Tampa,4.0,121,"Restaurants, Pizza",27.99554,-82.4743805,False,1
f8xDi3rajxvIqS73N93Afw,Guavaberry Foods & Drinks ,Philadelphia,4.0,13,"Delis, Convenience Stores, Restaurants, Cafes, Food",39.938371,-75.1501031,False,2
3n_G-_DwOJ2VS4uGxBN6sg,Lan Zhou Lamen,Tampa,4.0,78,"Chinese, Noodles, Seafood, Chicken Wings, Restaurants",28.0554349,-82.4292524,False,?
AODksDNj5mH953cyhUG1Qw,Thai 5 Fast Food,Tampa,4.0,336,"Laotian, American (Traditional), Asian Fusion, Salad, Pan Asian, Sushi Bars, Food Trucks, Food, Noodles, Restaurants, Thai",27.9120596,-82.5057677,False,2
Knt2mnsG15akKb9cjSiuxw,John's Seafood,Philadelphia,3.0,9,"Restaurants, Seafood",39.9709958,-75.1581617,False,1
ugSVRAKO6mxvsrElFg8USw,México Lindo,Philadelphia,4.5,73,"Mexican, Restaurants",39.926402,-75.1575374,False,1
wnjFEC-w0qWnyDnO8k1RpA,Nectar Urban Cantina,Nashville,4.5,390,"Coffee & Tea, New Mexican Cuisine, Restaurants, Tacos, Acai Bowls, Food, Nightlife, Mexican, Bars, Juice Bars & Smoothies",36.16813138,-86.6804685,False,2
duf2PORLOL6it1dTGhSnKA,Junes Breakfast,Philadelphia,2.5,20,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food, Sandwiches, American (New)",39.9850064107,-75.246888042,False,1
iDGohK_mkqnAfLeWC4P4TQ,51st Deli,Nashville,4.5,164,"Restaurants, Mexican, Delis, Breakfast & Brunch, Food, Grocery, Sandwiches, Tacos",36.1619072,-86.84887,False,1
bKppmYKQ_-9cpp2yziB-Qw,Lincoln Chicken Pizza And Grill,Philadelphia,2.5,20,"Cheesesteaks, Chicken Wings, Restaurants, Pizza",39.9738754,-75.1794242,False,1
DZdE09qqCcX7Atf3Df7Yqg,The Urban Juicer,Nashville,3.5,27,"Breakfast & Brunch, Food, Salad, Juice Bars & Smoothies, Acai Bowls, Restaurants, Coffee & Tea",36.1521963,-86.8351768,False,1
o6jfwLREaGy1mwAEybjOkg,Stefano Greek Italian Restaurant,Tampa,4.0,106,"Food, Desserts, Breakfast & Brunch, Restaurants, American (Traditional), Greek, Italian",28.0280199569,-82.393829897,False,2
00Vn4VUTWl71_cFPziRQNQ,Crab & Claw,Philadelphia,3.0,65,"Seafood Markets, Specialty Food, Food",40.0719622,-75.157311,False,2
Uuzewy2CLg_XCekRhA0PIg,The Comedy Bar,Nashville,4.5,6,"Restaurants, Pizza, Bars, Nightlife, Comedy Clubs",36.1624045,-86.774979,False,?
0fYRCLVFWte0uo-1W7gJGQ,Hōru Sushi Kitchen,Nashville,5.0,8,"Restaurants, Sushi Bars",36.1607338108,-86.7797130577,False,?
s55Hw6gHhQzZctinFhPu-g,Urban Eatery,Philadelphia,2.0,9,"Restaurants, Food Court",39.9570681,-75.1916189,False,?
n6dw_zxL_4cVO6EP_m0joQ,Dragon House,Philadelphia,4.0,5,"Restaurants, Chinese",39.9503586,-75.1615836,False,?
agTcS5LYZJe4gNiXK6nNkw,Buca D’Oro ,Philadelphia,4.0,5,"Italian, Restaurants",39.9470772078,-75.1541655511,False,?
Xsvi9wYhD7u5XrK2EKDd8w,Five Star Pizza,Tampa,4.0,95,"Pizza, Restaurants",28.0481913,-82.3942796,False,2
Uq1o6DXKALmjdElXp4mEtQ,Capricho’s,Tampa,5.0,8,"Breakfast & Brunch, Restaurants, Dominican, Caribbean, Food, Coffee & Tea",28.033191048,-82.4076666194,False,?
s4VzQaUCrgwPuViQYOqC2w,Ranch House Restaurant,Tampa,3.5,39,"Restaurants, Food, Coffee & Tea, Breakfast & Brunch, American (Traditional), Diners",27.9962535,-82.5670403,False,1
IRkQtjBxgVEqAOdtjgi6hQ,Simply Done Donuts,Tampa,5.0,77,"Caterers, Event Planning & Services, Coffee & Tea, Donuts, Food",27.9260137,-82.5061947,False,1
eaJCpC6IhYphj7bwCDHTwQ,Three Brothers Coffee,Nashville,4.5,249,"Bagels, Sporting Goods, Outdoor Gear, Coffee & Tea, Cafes, Sandwiches, Food, Shopping, Internet Cafes, Restaurants",36.1448084,-86.8122664,False,1
Zk_GdMMPgEfKUECCxAxvwQ,Pho Nam Giang,Philadelphia,4.5,23,"Chinese, Restaurants, Vietnamese, Asian Fusion",40.0860776,-74.9648083509,False,2
K7rsFcHcO_LYrgWvTAik2w,Shep's Delicatessen,Nashville,3.5,134,"Delis, Comfort Food, Restaurants, Breakfast & Brunch, Sandwiches, Food, Bagels",36.1780018,-86.7508693,False,?
5pCDh3Tq3WzQau79hfJbsA,Brooklyn Pizza & Cafe,Nashville,3.5,69,"Restaurants, Chicken Wings, Food Delivery Services, Pizza, Italian, Sandwiches, Greek, Food",36.1193788,-86.748865,False,3
tUDZnYQe7aD2VU3Syia_RQ,The Nations Bar & Grill,Nashville,3.5,45,"Bars, Dive Bars, Salad, Restaurants, Diners, Wraps, Nightlife, Sports Bars, American (Traditional)",36.1556569,-86.849056,False,2
OIES_WhdNux3PmvSuPM-8Q,Toki Sushi,Tampa,4.0,106,"Restaurants, Japanese, Sushi Bars",28.0774196,-82.5059947,False,2
iWIu2qrim1PSNE0CRLyqpg,Craft & Curd,Tampa,4.5,44,"Arts & Entertainment, Cheese Shops, Specialty Food, Beer, Wine & Spirits, Food, Bars, Wine Tasting Room, Nightlife, Wineries, Wine Bars",27.8932249,-82.4907101,False,2
1JxSgUivApwcRYFnXw23cQ,Natura Cafe Nashville,Nashville,3.0,5,"Cafes, Restaurants, American (New)",36.1642022,-86.7789669,False,?
